Team,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Week 18
DET,0.7801430169457036,0.7626928317357139,0.7561709297255949,0.7901782181388181,,0.8115479690489555,0.5821486304854564,0.9263821967161641,0.5715064294675559,0.7006090953552312,0.9271491332761175,0.8150855814455309,0.9078448563363896,0.6874017305588492,0.5811753055439414,0.8566327773795535,0.7226410279184683,0.6966931350849054
GB,0.28253940473246375,0.8092894798049916,0.8167377702364862,0.5728772432130356,0.5568777388607385,0.7490966107756968,0.6925781127240781,0.8184230725653461,0.4284935705324441,,0.7772306115796563,0.7149605959337535,0.772397741283184,0.31259826944115077,0.5715064294675559,0.8534724753269435,0.44858240709565234,0.8519023431752633
HOU,0.5946446715909426,0.7662757338394977,0.3167820321589171,0.8089960614323558,0.3159169426071274,0.7784575081142312,0.3074218872759219,0.7074849005665498,0.6006561941830179,0.2993909046447688,0.5890162266630312,0.807243869823218,0.7198060986520308,,0.6591929943933286,0.1910193911885132,0.3251069563093268,0.7175214045668441
IND,0.4053553284090574,0.19071052019500845,0.6351094730253298,0.41401305597704696,0.5769584860395085,0.5741980403208959,0.5066246123267035,0.2925150994334502,0.19753063398304438,0.19689735189066696,0.4439861094553801,0.1849144185544691,0.6510141498192511,,0.31516103340612034,0.6897605308038195,0.598062822199658,0.6921734287986647
JAX,0.2623480584382881,0.5611178429195551,0.07826913075845798,0.1910039385676442,0.42304151396049156,0.3761082206370231,0.6371926347427598,0.18157692743465387,0.06370902897285058,0.1881463457981536,0.07285086672388252,,0.2801939013479692,0.4350441662974609,0.42915489225280046,0.41527516994114266,0.5593932598770903,0.3078265712013353
KC,0.6137256177847547,0.7916005107698026,0.7772825502159737,0.7076711207943163,0.9163149661023339,,0.7409284915473524,0.885410986775019,0.7791465853452464,0.8249859356378848,0.48021034336802604,0.9054154709251756,0.9272166480495557,0.7996486710790374,0.8940315824879463,0.8089806088114868,0.7269494500174315,0.7408709013466601
LAC,0.8038605621371477,0.7548779813112034,0.4613522453325355,0.29232887920568373,,0.4791121639374102,0.5227093652221554,0.7788883614943689,0.7307635585350731,0.8163033076336691,0.5499577525126474,0.338250576169122,0.5289176925659145,0.20035132892096263,0.5316077949536009,0.6026214813712697,0.7885154409609071,0.713122925617893
LAR,0.21985698305429635,0.5287931088836454,0.6085211074911845,0.6837587977756473,0.44312226113926145,,0.8076791784227771,0.45390624637653293,0.45251850616471845,0.6777388947599886,0.7925557135980721,0.2869179918497759,0.6864554772335361,0.33427781838220577,0.485279255533443,0.6205539215357712,0.6491488536872714,0.5767632121143934
LV,0.19613943786285226,0.0885313881758153,0.6140100587133887,0.5836803178113111,0.22370576115257645,0.30671971903386563,0.19232082157722286,0.11458901322498107,0.18845203095104435,,0.28057726336682076,0.32208640298220625,0.07278335195044427,0.17740919167432456,0.36707168809686647,0.5847248300588573,0.4009760213651251,0.2868770743821069
MIA,0.7376519415617119,0.234638902150612,0.3353914195969172,0.7354592830135422,0.6999374455926537,,0.4933753876732965,0.5304373187739462,0.1567911511192257,0.3222611052400114,0.7194227366331792,0.793638732120535,0.22760225871681605,0.6221067609363807,0.34080700560667143,0.48692797951141564,0.6293664873575082,0.4996250000703125
MIN,0.8247981569471379,0.7059926376190437,0.6832179678410829,0.42712275678696443,0.8064022289838038,,0.41785136951454355,0.5460937536234671,0.8024693660169556,0.8118536542018464,0.8101215242286376,0.7695904300309352,0.7408133028222843,0.7455655843466087,0.8463167457807313,0.5607976735341048,0.5514175929043477,0.3033068649150946
NE,0.13406326920497236,0.21739706261005995,0.2500210547163,0.1612035790202313,0.30006255440734625,0.22154249188576883,0.3628073652572402,0.3546869450656027,0.36019912306335466,0.3059122706627567,0.20744428640192789,0.20636126787946496,0.3489858501807489,,0.18616867643598567,0.058453069052397555,0.2114845590390929,0.09285189761125773
NO,0.6492171770154882,0.35663485430559816,0.1252090722490399,0.29040868543326526,0.08368503389766613,0.2926392848993122,0.35599266249734546,0.2211116385056311,0.5288678595244579,0.4028990885601389,0.6199415163731591,,0.313544522766464,0.5201640580020974,0.2507154851677254,0.14652752467305652,0.5990239786348749,0.2005917529508756
NYG,0.17520184305286213,0.12724949919338147,0.41546944046094825,0.39634925842302543,0.17439407989915845,0.24243053874951379,0.09324008389810015,0.18320236647473553,0.19380080483691806,0.44643138367618274,,0.22911767486854628,0.28481528594665073,0.4798359419979025,0.11805282168283505,0.2272157316735247,0.401937177800342,0.0587067508780027
NYJ,0.3098544171282688,0.5680746343565883,0.7499789452837,0.4252886010904796,0.19359777101619624,0.1929740655704635,0.2947551574380204,0.6453130549343973,0.39934380581698214,0.3482818766530834,0.5560138905446199,,0.39355337958932446,0.37789323906361927,0.5708451077471995,0.3794460784642288,0.12666205866287994,0.5003749999296875
PHI,0.7174605952675362,0.8582219570098621,0.8747909277509601,0.6924077555511139,,0.9360339935091533,0.9067599161018999,0.7079193061621194,0.9362909710271494,0.8325766980765932,0.750110179683096,0.713082008150224,0.5034249464311512,0.9431923907883603,0.8219916825492563,0.6454732575134333,0.8912913501563663,0.9412932491219973
PIT,0.5051748152216051,0.4554435080412059,0.5386477546674645,0.585986944022953,0.6951059625506284,0.6932802809661344,0.7052448425619796,0.8167976335252645,,0.3361050877596351,0.3173016952403762,0.7116477022288477,0.4026104365332299,0.8027228629349872,0.17800831745074375,0.21990844334579984,0.2730505499825685,0.5263256332052708
SEA,0.5941866088239979,0.78260293738994,0.6646085804030828,0.20982178186118194,0.8256059201008416,0.5942589454443286,0.5201640580020974,0.32117003271675265,0.5474814938352816,,0.4704345307083937,0.6354801854958961,0.6064466204106755,0.5139463815201601,0.4284935705324441,0.4392023264658952,0.6707546048811239,0.4232367878856066
SF,0.6901455828717312,0.29400736238095626,0.3914788925088155,0.8387964209797687,0.6044878348769444,0.40574105455567144,0.25907150845264754,0.6797231924722057,,0.3681643200218899,0.5295654692916063,0.2850394040662465,0.20100899975052933,0.7464939833376621,0.514720744466557,0.5130720204885844,0.27735897208153176,0.48105906811299104
TB,0.5094488749492515,0.2373071682642861,0.6317658914124011,0.30759224444888605,0.5595164924352719,0.7073607151006878,0.3663981910113902,0.6768208935002111,0.2208534146547536,0.6318356799781101,,0.7708823251314537,0.7769881170383852,0.8225908083256754,0.4683922050463991,0.6324170364502175,0.8517256255046048,0.7994082470491244
TEN,0.3787634640081846,0.4319253656434116,0.18326222976351378,0.26454071698645776,,0.425801959679104,0.07908824230208544,0.07361780328383594,0.6398008769366453,0.1836966923663309,0.18987847577136244,0.19275613017678195,0.13858410826253753,0.5649558337025391,0.26095708933249373,0.3102394691961805,0.4406067401229097,0.28247859543315595
WAS,0.4905511250507485,0.8727505008066185,0.509024020005193,0.6050375917883358,0.8622494294298714,0.3024833815941913,0.8765762350895528,0.8295300074694222,0.8061991951630819,0.6638949122403649,0.249889820316904,0.7781296580667435,0.8614158917374625,,0.7492845148322747,0.3545267424865667,0.721396642155769,0.6802236943828264
